"AGEGROUP","SEX","MUNTY","POPULATION","REGION","PROVINCE","DISTRICT","CD_REFNIS"
"All","M","Sint-Jans-Molenbeek",48883,"Brussels","Brussel","Brussel-Hoofdstad",21012
"0-9","All","Sint-Jans-Molenbeek",16582,"Brussels","Brussel","Brussel-Hoofdstad",21012
"10-19","All","Sint-Jans-Molenbeek",14249,"Brussels","Brussel","Brussel-Hoofdstad",21012
"20-29","All","Sint-Jans-Molenbeek",13222,"Brussels","Brussel","Brussel-Hoofdstad",21012
"30-39","All","Sint-Jans-Molenbeek",14373,"Brussels","Brussel","Brussel-Hoofdstad",21012
"40-49","All","Sint-Jans-Molenbeek",13394,"Brussels","Brussel","Brussel-Hoofdstad",21012
"50-59","All","Sint-Jans-Molenbeek",10757,"Brussels","Brussel","Brussel-Hoofdstad",21012
"60-69","All","Sint-Jans-Molenbeek",7304,"Brussels","Brussel","Brussel-Hoofdstad",21012
"70-79","All","Sint-Jans-Molenbeek",4685,"Brussels","Brussel","Brussel-Hoofdstad",21012
"80-89","All","Sint-Jans-Molenbeek",2809,"Brussels","Brussel","Brussel-Hoofdstad",21012
"90+","All","Sint-Jans-Molenbeek",604,"Brussels","Brussel","Brussel-Hoofdstad",21012
"All","All","Sint-Jans-Molenbeek",97979,"Brussels","Brussel","Brussel-Hoofdstad",21012
"0-9","F","Sint-Joost-ten-Node",1855,"Brussels","Brussel","Brussel-Hoofdstad",21014
"10-19","F","Sint-Joost-ten-Node",1557,"Brussels","Brussel","Brussel-Hoofdstad",21014
"20-29","F","Sint-Joost-ten-Node",2364,"Brussels","Brussel","Brussel-Hoofdstad",21014
"30-39","F","Sint-Joost-ten-Node",2306,"Brussels","Brussel","Brussel-Hoofdstad",21014
"40-49","F","Sint-Joost-ten-Node",1745,"Brussels","Brussel","Brussel-Hoofdstad",21014
"50-59","F","Sint-Joost-ten-Node",1428,"Brussels","Brussel","Brussel-Hoofdstad",21014
"60-69","F","Sint-Joost-ten-Node",963,"Brussels","Brussel","Brussel-Hoofdstad",21014
"70-79","F","Sint-Joost-ten-Node",570,"Brussels","Brussel","Brussel-Hoofdstad",21014
"80-89","F","Sint-Joost-ten-Node",253,"Brussels","Brussel","Brussel-Hoofdstad",21014
"90+","F","Sint-Joost-ten-Node",61,"Brussels","Brussel","Brussel-Hoofdstad",21014
"All","F","Sint-Joost-ten-Node",13102,"Brussels","Brussel","Brussel-Hoofdstad",21014
"0-9","M","Sint-Joost-ten-Node",1877,"Brussels","Brussel","Brussel-Hoofdstad",21014
"10-19","M","Sint-Joost-ten-Node",1718,"Brussels","Brussel","Brussel-Hoofdstad",21014
"20-29","M","Sint-Joost-ten-Node",2370,"Brussels","Brussel","Brussel-Hoofdstad",21014
"30-39","M","Sint-Joost-ten-Node",2651,"Brussels","Brussel","Brussel-Hoofdstad",21014
"40-49","M","Sint-Joost-ten-Node",2408,"Brussels","Brussel","Brussel-Hoofdstad",21014
"50-59","M","Sint-Joost-ten-Node",1784,"Brussels","Brussel","Brussel-Hoofdstad",21014
"60-69","M","Sint-Joost-ten-Node",943,"Brussels","Brussel","Brussel-Hoofdstad",21014
"70-79","M","Sint-Joost-ten-Node",451,"Brussels","Brussel","Brussel-Hoofdstad",21014
"80-89","M","Sint-Joost-ten-Node",173,"Brussels","Brussel","Brussel-Hoofdstad",21014
"90+","M","Sint-Joost-ten-Node",20,"Brussels","Brussel","Brussel-Hoofdstad",21014
"All","M","Sint-Joost-ten-Node",14395,"Brussels","Brussel","Brussel-Hoofdstad",21014
"0-9","All","Sint-Joost-ten-Node",3732,"Brussels","Brussel","Brussel-Hoofdstad",21014
"10-19","All","Sint-Joost-ten-Node",3275,"Brussels","Brussel","Brussel-Hoofdstad",21014
"20-29","All","Sint-Joost-ten-Node",4734,"Brussels","Brussel","Brussel-Hoofdstad",21014
"30-39","All","Sint-Joost-ten-Node",4957,"Brussels","Brussel","Brussel-Hoofdstad",21014
"40-49","All","Sint-Joost-ten-Node",4153,"Brussels","Brussel","Brussel-Hoofdstad",21014
"50-59","All","Sint-Joost-ten-Node",3212,"Brussels","Brussel","Brussel-Hoofdstad",21014
"60-69","All","Sint-Joost-ten-Node",1906,"Brussels","Brussel","Brussel-Hoofdstad",21014
"70-79","All","Sint-Joost-ten-Node",1021,"Brussels","Brussel","Brussel-Hoofdstad",21014
"80-89","All","Sint-Joost-ten-Node",426,"Brussels","Brussel","Brussel-Hoofdstad",21014
"90+","All","Sint-Joost-ten-Node",81,"Brussels","Brussel","Brussel-Hoofdstad",21014
"All","All","Sint-Joost-ten-Node",27497,"Brussels","Brussel","Brussel-Hoofdstad",21014
"0-9","F","Sint-Katelijne-Waver",1109,"Flanders","Antwerpen","Mechelen",12035
"10-19","F","Sint-Katelijne-Waver",1208,"Flanders","Antwerpen","Mechelen",12035
"20-29","F","Sint-Katelijne-Waver",1108,"Flanders","Antwerpen","Mechelen",12035
"30-39","F","Sint-Katelijne-Waver",1242,"Flanders","Antwerpen","Mechelen",12035
"40-49","F","Sint-Katelijne-Waver",1377,"Flanders","Antwerpen","Mechelen",12035
"50-59","F","Sint-Katelijne-Waver",1497,"Flanders","Antwerpen","Mechelen",12035
"60-69","F","Sint-Katelijne-Waver",1289,"Flanders","Antwerpen","Mechelen",12035
"70-79","F","Sint-Katelijne-Waver",910,"Flanders","Antwerpen","Mechelen",12035
"80-89","F","Sint-Katelijne-Waver",722,"Flanders","Antwerpen","Mechelen",12035
"90+","F","Sint-Katelijne-Waver",242,"Flanders","Antwerpen","Mechelen",12035
"All","F","Sint-Katelijne-Waver",10704,"Flanders","Antwerpen","Mechelen",12035
"0-9","M","Sint-Katelijne-Waver",1061,"Flanders","Antwerpen","Mechelen",12035
"10-19","M","Sint-Katelijne-Waver",1229,"Flanders","Antwerpen","Mechelen",12035
"20-29","M","Sint-Katelijne-Waver",1165,"Flanders","Antwerpen","Mechelen",12035
"30-39","M","Sint-Katelijne-Waver",1240,"Flanders","Antwerpen","Mechelen",12035
"40-49","M","Sint-Katelijne-Waver",1367,"Flanders","Antwerpen","Mechelen",12035
"50-59","M","Sint-Katelijne-Waver",1539,"Flanders","Antwerpen","Mechelen",12035
"60-69","M","Sint-Katelijne-Waver",1326,"Flanders","Antwerpen","Mechelen",12035
"70-79","M","Sint-Katelijne-Waver",833,"Flanders","Antwerpen","Mechelen",12035
"80-89","M","Sint-Katelijne-Waver",490,"Flanders","Antwerpen","Mechelen",12035
"90+","M","Sint-Katelijne-Waver",72,"Flanders","Antwerpen","Mechelen",12035
"All","M","Sint-Katelijne-Waver",10322,"Flanders","Antwerpen","Mechelen",12035
"0-9","All","Sint-Katelijne-Waver",2170,"Flanders","Antwerpen","Mechelen",12035
"10-19","All","Sint-Katelijne-Waver",2437,"Flanders","Antwerpen","Mechelen",12035
"20-29","All","Sint-Katelijne-Waver",2273,"Flanders","Antwerpen","Mechelen",12035
"30-39","All","Sint-Katelijne-Waver",2482,"Flanders","Antwerpen","Mechelen",12035
"40-49","All","Sint-Katelijne-Waver",2744,"Flanders","Antwerpen","Mechelen",12035
"50-59","All","Sint-Katelijne-Waver",3036,"Flanders","Antwerpen","Mechelen",12035
"60-69","All","Sint-Katelijne-Waver",2615,"Flanders","Antwerpen","Mechelen",12035
"70-79","All","Sint-Katelijne-Waver",1743,"Flanders","Antwerpen","Mechelen",12035
"80-89","All","Sint-Katelijne-Waver",1212,"Flanders","Antwerpen","Mechelen",12035
"90+","All","Sint-Katelijne-Waver",314,"Flanders","Antwerpen","Mechelen",12035
"All","All","Sint-Katelijne-Waver",21026,"Flanders","Antwerpen","Mechelen",12035
"0-9","F","Sint-Lambrechts-Woluwe",3191,"Brussels","Brussel","Brussel-Hoofdstad",21018
"10-19","F","Sint-Lambrechts-Woluwe",2946,"Brussels","Brussel","Brussel-Hoofdstad",21018
"20-29","F","Sint-Lambrechts-Woluwe",4263,"Brussels","Brussel","Brussel-Hoofdstad",21018
"30-39","F","Sint-Lambrechts-Woluwe",4673,"Brussels","Brussel","Brussel-Hoofdstad",21018
"40-49","F","Sint-Lambrechts-Woluwe",4198,"Brussels","Brussel","Brussel-Hoofdstad",21018
"50-59","F","Sint-Lambrechts-Woluwe",3870,"Brussels","Brussel","Brussel-Hoofdstad",21018
"60-69","F","Sint-Lambrechts-Woluwe",3125,"Brussels","Brussel","Brussel-Hoofdstad",21018
"70-79","F","Sint-Lambrechts-Woluwe",2407,"Brussels","Brussel","Brussel-Hoofdstad",21018
"80-89","F","Sint-Lambrechts-Woluwe",1589,"Brussels","Brussel","Brussel-Hoofdstad",21018
"90+","F","Sint-Lambrechts-Woluwe",589,"Brussels","Brussel","Brussel-Hoofdstad",21018
"All","F","Sint-Lambrechts-Woluwe",30851,"Brussels","Brussel","Brussel-Hoofdstad",21018
"0-9","M","Sint-Lambrechts-Woluwe",3373,"Brussels","Brussel","Brussel-Hoofdstad",21018
"10-19","M","Sint-Lambrechts-Woluwe",3057,"Brussels","Brussel","Brussel-Hoofdstad",21018
"20-29","M","Sint-Lambrechts-Woluwe",4046,"Brussels","Brussel","Brussel-Hoofdstad",21018
"30-39","M","Sint-Lambrechts-Woluwe",4338,"Brussels","Brussel","Brussel-Hoofdstad",21018
"40-49","M","Sint-Lambrechts-Woluwe",3842,"Brussels","Brussel","Brussel-Hoofdstad",21018
"50-59","M","Sint-Lambrechts-Woluwe",3171,"Brussels","Brussel","Brussel-Hoofdstad",21018
"60-69","M","Sint-Lambrechts-Woluwe",2412,"Brussels","Brussel","Brussel-Hoofdstad",21018
"70-79","M","Sint-Lambrechts-Woluwe",1631,"Brussels","Brussel","Brussel-Hoofdstad",21018
"80-89","M","Sint-Lambrechts-Woluwe",790,"Brussels","Brussel","Brussel-Hoofdstad",21018
"90+","M","Sint-Lambrechts-Woluwe",201,"Brussels","Brussel","Brussel-Hoofdstad",21018
"All","M","Sint-Lambrechts-Woluwe",26861,"Brussels","Brussel","Brussel-Hoofdstad",21018
"0-9","All","Sint-Lambrechts-Woluwe",6564,"Brussels","Brussel","Brussel-Hoofdstad",21018
"10-19","All","Sint-Lambrechts-Woluwe",6003,"Brussels","Brussel","Brussel-Hoofdstad",21018
"20-29","All","Sint-Lambrechts-Woluwe",8309,"Brussels","Brussel","Brussel-Hoofdstad",21018
"30-39","All","Sint-Lambrechts-Woluwe",9011,"Brussels","Brussel","Brussel-Hoofdstad",21018
"40-49","All","Sint-Lambrechts-Woluwe",8040,"Brussels","Brussel","Brussel-Hoofdstad",21018
"50-59","All","Sint-Lambrechts-Woluwe",7041,"Brussels","Brussel","Brussel-Hoofdstad",21018
"60-69","All","Sint-Lambrechts-Woluwe",5537,"Brussels","Brussel","Brussel-Hoofdstad",21018
"70-79","All","Sint-Lambrechts-Woluwe",4038,"Brussels","Brussel","Brussel-Hoofdstad",21018
"80-89","All","Sint-Lambrechts-Woluwe",2379,"Brussels","Brussel","Brussel-Hoofdstad",21018
"90+","All","Sint-Lambrechts-Woluwe",790,"Brussels","Brussel","Brussel-Hoofdstad",21018
"All","All","Sint-Lambrechts-Woluwe",57712,"Brussels","Brussel","Brussel-Hoofdstad",21018
"0-9","F","Sint-Laureins",295,"Flanders","Oost-Vlaanderen","Eeklo",43014
"10-19","F","Sint-Laureins",339,"Flanders","Oost-Vlaanderen","Eeklo",43014
"20-29","F","Sint-Laureins",364,"Flanders","Oost-Vlaanderen","Eeklo",43014
"30-39","F","Sint-Laureins",362,"Flanders","Oost-Vlaanderen","Eeklo",43014
"40-49","F","Sint-Laureins",451,"Flanders","Oost-Vlaanderen","Eeklo",43014
"50-59","F","Sint-Laureins",483,"Flanders","Oost-Vlaanderen","Eeklo",43014
"60-69","F","Sint-Laureins",467,"Flanders","Oost-Vlaanderen","Eeklo",43014
"70-79","F","Sint-Laureins",283,"Flanders","Oost-Vlaanderen","Eeklo",43014
"80-89","F","Sint-Laureins",242,"Flanders","Oost-Vlaanderen","Eeklo",43014
"90+","F","Sint-Laureins",82,"Flanders","Oost-Vlaanderen","Eeklo",43014
"All","F","Sint-Laureins",3368,"Flanders","Oost-Vlaanderen","Eeklo",43014
"0-9","M","Sint-Laureins",338,"Flanders","Oost-Vlaanderen","Eeklo",43014
"10-19","M","Sint-Laureins",370,"Flanders","Oost-Vlaanderen","Eeklo",43014
"20-29","M","Sint-Laureins",371,"Flanders","Oost-Vlaanderen","Eeklo",43014
"30-39","M","Sint-Laureins",409,"Flanders","Oost-Vlaanderen","Eeklo",43014
"40-49","M","Sint-Laureins",462,"Flanders","Oost-Vlaanderen","Eeklo",43014
"50-59","M","Sint-Laureins",556,"Flanders","Oost-Vlaanderen","Eeklo",43014
"60-69","M","Sint-Laureins",475,"Flanders","Oost-Vlaanderen","Eeklo",43014
"70-79","M","Sint-Laureins",285,"Flanders","Oost-Vlaanderen","Eeklo",43014
"80-89","M","Sint-Laureins",159,"Flanders","Oost-Vlaanderen","Eeklo",43014
"90+","M","Sint-Laureins",25,"Flanders","Oost-Vlaanderen","Eeklo",43014
"All","M","Sint-Laureins",3450,"Flanders","Oost-Vlaanderen","Eeklo",43014
"0-9","All","Sint-Laureins",633,"Flanders","Oost-Vlaanderen","Eeklo",43014
"10-19","All","Sint-Laureins",709,"Flanders","Oost-Vlaanderen","Eeklo",43014
"20-29","All","Sint-Laureins",735,"Flanders","Oost-Vlaanderen","Eeklo",43014
"30-39","All","Sint-Laureins",771,"Flanders","Oost-Vlaanderen","Eeklo",43014
"40-49","All","Sint-Laureins",913,"Flanders","Oost-Vlaanderen","Eeklo",43014
"50-59","All","Sint-Laureins",1039,"Flanders","Oost-Vlaanderen","Eeklo",43014
"60-69","All","Sint-Laureins",942,"Flanders","Oost-Vlaanderen","Eeklo",43014
"70-79","All","Sint-Laureins",568,"Flanders","Oost-Vlaanderen","Eeklo",43014
"80-89","All","Sint-Laureins",401,"Flanders","Oost-Vlaanderen","Eeklo",43014
"90+","All","Sint-Laureins",107,"Flanders","Oost-Vlaanderen","Eeklo",43014
"All","All","Sint-Laureins",6818,"Flanders","Oost-Vlaanderen","Eeklo",43014
"0-9","F","Sint-Lievens-Houtem",538,"Flanders","Oost-Vlaanderen","Aalst",41063
"10-19","F","Sint-Lievens-Houtem",568,"Flanders","Oost-Vlaanderen","Aalst",41063
"20-29","F","Sint-Lievens-Houtem",525,"Flanders","Oost-Vlaanderen","Aalst",41063
"30-39","F","Sint-Lievens-Houtem",679,"Flanders","Oost-Vlaanderen","Aalst",41063
"40-49","F","Sint-Lievens-Houtem",740,"Flanders","Oost-Vlaanderen","Aalst",41063
"50-59","F","Sint-Lievens-Houtem",767,"Flanders","Oost-Vlaanderen","Aalst",41063
"60-69","F","Sint-Lievens-Houtem",539,"Flanders","Oost-Vlaanderen","Aalst",41063
"70-79","F","Sint-Lievens-Houtem",459,"Flanders","Oost-Vlaanderen","Aalst",41063
"80-89","F","Sint-Lievens-Houtem",360,"Flanders","Oost-Vlaanderen","Aalst",41063
"90+","F","Sint-Lievens-Houtem",74,"Flanders","Oost-Vlaanderen","Aalst",41063
"All","F","Sint-Lievens-Houtem",5249,"Flanders","Oost-Vlaanderen","Aalst",41063
"0-9","M","Sint-Lievens-Houtem",505,"Flanders","Oost-Vlaanderen","Aalst",41063
"10-19","M","Sint-Lievens-Houtem",613,"Flanders","Oost-Vlaanderen","Aalst",41063
"20-29","M","Sint-Lievens-Houtem",478,"Flanders","Oost-Vlaanderen","Aalst",41063
"30-39","M","Sint-Lievens-Houtem",681,"Flanders","Oost-Vlaanderen","Aalst",41063
"40-49","M","Sint-Lievens-Houtem",820,"Flanders","Oost-Vlaanderen","Aalst",41063
"50-59","M","Sint-Lievens-Houtem",803,"Flanders","Oost-Vlaanderen","Aalst",41063
"60-69","M","Sint-Lievens-Houtem",595,"Flanders","Oost-Vlaanderen","Aalst",41063
"70-79","M","Sint-Lievens-Houtem",395,"Flanders","Oost-Vlaanderen","Aalst",41063
"80-89","M","Sint-Lievens-Houtem",228,"Flanders","Oost-Vlaanderen","Aalst",41063
"90+","M","Sint-Lievens-Houtem",33,"Flanders","Oost-Vlaanderen","Aalst",41063
"All","M","Sint-Lievens-Houtem",5151,"Flanders","Oost-Vlaanderen","Aalst",41063
"0-9","All","Sint-Lievens-Houtem",1043,"Flanders","Oost-Vlaanderen","Aalst",41063
"10-19","All","Sint-Lievens-Houtem",1181,"Flanders","Oost-Vlaanderen","Aalst",41063
"20-29","All","Sint-Lievens-Houtem",1003,"Flanders","Oost-Vlaanderen","Aalst",41063
"30-39","All","Sint-Lievens-Houtem",1360,"Flanders","Oost-Vlaanderen","Aalst",41063
"40-49","All","Sint-Lievens-Houtem",1560,"Flanders","Oost-Vlaanderen","Aalst",41063
"50-59","All","Sint-Lievens-Houtem",1570,"Flanders","Oost-Vlaanderen","Aalst",41063
"60-69","All","Sint-Lievens-Houtem",1134,"Flanders","Oost-Vlaanderen","Aalst",41063
"70-79","All","Sint-Lievens-Houtem",854,"Flanders","Oost-Vlaanderen","Aalst",41063
"80-89","All","Sint-Lievens-Houtem",588,"Flanders","Oost-Vlaanderen","Aalst",41063
"90+","All","Sint-Lievens-Houtem",107,"Flanders","Oost-Vlaanderen","Aalst",41063
"All","All","Sint-Lievens-Houtem",10400,"Flanders","Oost-Vlaanderen","Aalst",41063
"0-9","F","Sint-Martens-Latem",362,"Flanders","Oost-Vlaanderen","Gent",44064
"10-19","F","Sint-Martens-Latem",452,"Flanders","Oost-Vlaanderen","Gent",44064
"20-29","F","Sint-Martens-Latem",402,"Flanders","Oost-Vlaanderen","Gent",44064
"30-39","F","Sint-Martens-Latem",387,"Flanders","Oost-Vlaanderen","Gent",44064
"40-49","F","Sint-Martens-Latem",541,"Flanders","Oost-Vlaanderen","Gent",44064
"50-59","F","Sint-Martens-Latem",632,"Flanders","Oost-Vlaanderen","Gent",44064
"60-69","F","Sint-Martens-Latem",590,"Flanders","Oost-Vlaanderen","Gent",44064
"70-79","F","Sint-Martens-Latem",542,"Flanders","Oost-Vlaanderen","Gent",44064
"80-89","F","Sint-Martens-Latem",334,"Flanders","Oost-Vlaanderen","Gent",44064
"90+","F","Sint-Martens-Latem",82,"Flanders","Oost-Vlaanderen","Gent",44064
"All","F","Sint-Martens-Latem",4324,"Flanders","Oost-Vlaanderen","Gent",44064
"0-9","M","Sint-Martens-Latem",358,"Flanders","Oost-Vlaanderen","Gent",44064
"10-19","M","Sint-Martens-Latem",486,"Flanders","Oost-Vlaanderen","Gent",44064
"20-29","M","Sint-Martens-Latem",404,"Flanders","Oost-Vlaanderen","Gent",44064
"30-39","M","Sint-Martens-Latem",346,"Flanders","Oost-Vlaanderen","Gent",44064
"40-49","M","Sint-Martens-Latem",496,"Flanders","Oost-Vlaanderen","Gent",44064
"50-59","M","Sint-Martens-Latem",606,"Flanders","Oost-Vlaanderen","Gent",44064
"60-69","M","Sint-Martens-Latem",615,"Flanders","Oost-Vlaanderen","Gent",44064
"70-79","M","Sint-Martens-Latem",444,"Flanders","Oost-Vlaanderen","Gent",44064
"80-89","M","Sint-Martens-Latem",247,"Flanders","Oost-Vlaanderen","Gent",44064
"90+","M","Sint-Martens-Latem",39,"Flanders","Oost-Vlaanderen","Gent",44064
"All","M","Sint-Martens-Latem",4041,"Flanders","Oost-Vlaanderen","Gent",44064
"0-9","All","Sint-Martens-Latem",720,"Flanders","Oost-Vlaanderen","Gent",44064
"10-19","All","Sint-Martens-Latem",938,"Flanders","Oost-Vlaanderen","Gent",44064
"20-29","All","Sint-Martens-Latem",806,"Flanders","Oost-Vlaanderen","Gent",44064
"30-39","All","Sint-Martens-Latem",733,"Flanders","Oost-Vlaanderen","Gent",44064
"40-49","All","Sint-Martens-Latem",1037,"Flanders","Oost-Vlaanderen","Gent",44064
"50-59","All","Sint-Martens-Latem",1238,"Flanders","Oost-Vlaanderen","Gent",44064
"60-69","All","Sint-Martens-Latem",1205,"Flanders","Oost-Vlaanderen","Gent",44064
"70-79","All","Sint-Martens-Latem",986,"Flanders","Oost-Vlaanderen","Gent",44064
"80-89","All","Sint-Martens-Latem",581,"Flanders","Oost-Vlaanderen","Gent",44064
"90+","All","Sint-Martens-Latem",121,"Flanders","Oost-Vlaanderen","Gent",44064
"All","All","Sint-Martens-Latem",8365,"Flanders","Oost-Vlaanderen","Gent",44064
"0-9","F","Sint-Niklaas (Sint-Niklaas)",4649,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"10-19","F","Sint-Niklaas (Sint-Niklaas)",4619,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"20-29","F","Sint-Niklaas (Sint-Niklaas)",4754,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"30-39","F","Sint-Niklaas (Sint-Niklaas)",5027,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"40-49","F","Sint-Niklaas (Sint-Niklaas)",4902,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"50-59","F","Sint-Niklaas (Sint-Niklaas)",5068,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"60-69","F","Sint-Niklaas (Sint-Niklaas)",4387,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"70-79","F","Sint-Niklaas (Sint-Niklaas)",3576,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"80-89","F","Sint-Niklaas (Sint-Niklaas)",2499,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"90+","F","Sint-Niklaas (Sint-Niklaas)",582,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"All","F","Sint-Niklaas (Sint-Niklaas)",40063,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"0-9","M","Sint-Niklaas (Sint-Niklaas)",4905,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"10-19","M","Sint-Niklaas (Sint-Niklaas)",4641,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"20-29","M","Sint-Niklaas (Sint-Niklaas)",4701,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"30-39","M","Sint-Niklaas (Sint-Niklaas)",4944,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"40-49","M","Sint-Niklaas (Sint-Niklaas)",5021,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"50-59","M","Sint-Niklaas (Sint-Niklaas)",5109,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"60-69","M","Sint-Niklaas (Sint-Niklaas)",4200,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"70-79","M","Sint-Niklaas (Sint-Niklaas)",3177,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"80-89","M","Sint-Niklaas (Sint-Niklaas)",1523,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"90+","M","Sint-Niklaas (Sint-Niklaas)",247,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"All","M","Sint-Niklaas (Sint-Niklaas)",38468,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"0-9","All","Sint-Niklaas (Sint-Niklaas)",9554,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"10-19","All","Sint-Niklaas (Sint-Niklaas)",9260,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"20-29","All","Sint-Niklaas (Sint-Niklaas)",9455,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"30-39","All","Sint-Niklaas (Sint-Niklaas)",9971,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"40-49","All","Sint-Niklaas (Sint-Niklaas)",9923,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"50-59","All","Sint-Niklaas (Sint-Niklaas)",10177,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"60-69","All","Sint-Niklaas (Sint-Niklaas)",8587,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"70-79","All","Sint-Niklaas (Sint-Niklaas)",6753,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"80-89","All","Sint-Niklaas (Sint-Niklaas)",4022,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"90+","All","Sint-Niklaas (Sint-Niklaas)",829,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"All","All","Sint-Niklaas (Sint-Niklaas)",78531,"Flanders","Oost-Vlaanderen","Sint-Niklaas",46021
"0-9","F","Sint-Pieters-Leeuw",2081,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"10-19","F","Sint-Pieters-Leeuw",2168,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"20-29","F","Sint-Pieters-Leeuw",1982,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"30-39","F","Sint-Pieters-Leeuw",2200,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"40-49","F","Sint-Pieters-Leeuw",2284,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"50-59","F","Sint-Pieters-Leeuw",2422,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"60-69","F","Sint-Pieters-Leeuw",1919,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"70-79","F","Sint-Pieters-Leeuw",1431,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"80-89","F","Sint-Pieters-Leeuw",989,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"90+","F","Sint-Pieters-Leeuw",222,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"All","F","Sint-Pieters-Leeuw",17698,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"0-9","M","Sint-Pieters-Leeuw",2110,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"10-19","M","Sint-Pieters-Leeuw",2241,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"20-29","M","Sint-Pieters-Leeuw",2030,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"30-39","M","Sint-Pieters-Leeuw",1995,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"40-49","M","Sint-Pieters-Leeuw",2273,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"50-59","M","Sint-Pieters-Leeuw",2380,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"60-69","M","Sint-Pieters-Leeuw",1883,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"70-79","M","Sint-Pieters-Leeuw",1252,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"80-89","M","Sint-Pieters-Leeuw",637,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"90+","M","Sint-Pieters-Leeuw",122,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"All","M","Sint-Pieters-Leeuw",16923,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"0-9","All","Sint-Pieters-Leeuw",4191,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"10-19","All","Sint-Pieters-Leeuw",4409,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"20-29","All","Sint-Pieters-Leeuw",4012,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"30-39","All","Sint-Pieters-Leeuw",4195,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"40-49","All","Sint-Pieters-Leeuw",4557,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"50-59","All","Sint-Pieters-Leeuw",4802,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"60-69","All","Sint-Pieters-Leeuw",3802,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
"70-79","All","Sint-Pieters-Leeuw",2683,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23077
